Order ID,Order Date,Ship Date,Customer ID,Product ID,Postal Code,Sales,Profit,Quantity,Discount
ORD-20046,2025-08-12,2025-08-14,CUST-10434,PROD-1009,302001,32535.43,-121.52,1,0.0
ORD-20047,2025-07-30,2025-07-31,CUST-10526,PROD-1008,560001,30885.42,3327.6,4,0.0
ORD-20048,2025-05-12,2025-05-15,CUST-10839,PROD-1001,110001,5780.92,-419.46,4,0.0
ORD-20049,2025-10-13,2025-10-16,CUST-10201,PROD-1005,302001,44788.33,2502.46,2,0.05
ORD-20050,2025-06-28,2025-07-03,CUST-10445,PROD-1010,400001,13549.51,-1155.83,3,0.05
ORD-20051,2025-12-27,2026-01-01,CUST-10054,PROD-1004,500001,27396.37,2396.57,2,0.15
ORD-20052,2025-08-06,2025-08-13,CUST-10102,PROD-1007,380001,4460.15,518.72,5,0.15
ORD-20053,2025-06-15,2025-06-22,CUST-10057,PROD-1006,600001,42134.46,11214.25,5,0.1
ORD-20054,2025-09-28,2025-10-04,CUST-10029,PROD-1003,500001,15877.22,-1145.95,2,0.0
ORD-20055,2025-12-15,2025-12-21,CUST-10393,PROD-1006,302001,42699.96,-1175.69,3,0.1
ORD-20056,2025-10-17,2025-10-22,CUST-10566,PROD-1006,110001,11146.19,2395.75,2,0.15
ORD-20057,2025-12-31,2026-01-06,CUST-10903,PROD-1003,751001,7704.55,651.46,4,0.1
ORD-20058,2025-05-02,2025-05-05,CUST-10325,PROD-1004,600001,15472.27,1209.02,1,0.1
ORD-20059,2026-03-22,2026-03-28,CUST-10491,PROD-1009,751001,45336.91,-3162.66,1,0.05
ORD-20060,2025-06-25,2025-06-27,CUST-10174,PROD-1006,751001,8181.0,-364.6,3,0.0
ORD-20061,2025-10-12,2025-10-13,CUST-10678,PROD-1006,110001,28521.72,7988.71,3,0.1
ORD-20062,2026-03-30,2026-04-05,CUST-10033,PROD-1006,700001,21530.4,4146.52,3,0.0
ORD-20063,2026-03-24,2026-03-30,CUST-10508,PROD-1001,302001,27132.08,720.99,1,0.0
ORD-20064,2025-05-24,2025-05-27,CUST-10306,PROD-1007,751001,1208.09,237.54,2,0.1
ORD-20065,2025-08-25,2025-08-28,CUST-10382,PROD-1007,380001,38060.32,6580.5,3,0.05
ORD-20066,2024-07-19,2024-07-25,CUST-10211,PROD-1007,560001,49053.77,-2121.82,2,0.1
ORD-20067,2025-04-27,2025-05-02,CUST-10870,PROD-1001,110001,23010.38,-1113.02,5,0.1
ORD-20068,2026-03-31,2026-04-01,CUST-10845,PROD-1006,302001,35728.11,-3127.0,1,0.0
ORD-20069,2024-11-21,2024-11-23,CUST-10464,PROD-1010,600001,23167.24,657.16,2,0.05
ORD-20070,2025-12-09,2025-12-15,CUST-10245,PROD-1007,700001,23165.01,-2271.1,4,0.15
ORD-20071,2024-07-19,2024-07-26,CUST-10899,PROD-1009,380001,15211.06,-1218.94,1,0.15
ORD-20072,2025-09-07,2025-09-13,CUST-10838,PROD-1006,411001,10298.12,1699.42,1,0.05
ORD-20073,2025-02-19,2025-02-25,CUST-10333,PROD-1002,411001,13411.76,2333.8,1,0.05
ORD-20074,2026-04-10,2026-04-13,CUST-10946,PROD-1004,411001,40703.18,8286.36,5,0.0
ORD-20075,2025-01-05,2025-01-10,CUST-10047,PROD-1005,302001,24611.54,2797.49,3,0.15
ORD-20076,2024-11-03,2024-11-08,CUST-10443,PROD-1006,110001,27274.46,-2680.78,1,0.05
ORD-20077,2026-03-29,2026-04-02,CUST-10393,PROD-1001,411001,30587.87,7629.83,3,0.0
ORD-20078,2025-07-10,2025-07-14,CUST-10836,PROD-1006,411001,28014.22,2858.07,4,0.0
ORD-20079,2025-02-10,2025-02-13,CUST-10934,PROD-1010,500001,16005.77,-970.79,5,0.05
ORD-20080,2024-09-16,2024-09-17,CUST-10293,PROD-1009,751001,30564.7,6830.0,3,0.1
ORD-20081,2025-11-19,2025-11-26,CUST-10129,PROD-1004,302001,38467.7,214.88,4,0.1
ORD-20082,2024-07-20,2024-07-21,CUST-10572,PROD-1006,600001,10799.99,-978.0,4,0.0
ORD-20083,2025-10-14,2025-10-17,CUST-10531,PROD-1007,411001,38882.95,3933.47,3,0.0
ORD-20084,2024-09-08,2024-09-12,CUST-10273,PROD-1005,110001,6586.98,1319.39,3,0.1
ORD-20085,2025-10-24,2025-10-25,CUST-10921,PROD-1008,400001,25565.21,1321.25,3,0.1
ORD-20086,2025-12-31,2026-01-02,CUST-10526,PROD-1008,411001,14574.36,-613.19,4,0.1
ORD-20087,2025-12-30,2025-12-31,CUST-10552,PROD-1004,751001,16336.55,2020.16,3,0.05
ORD-20088,2024-08-10,2024-08-17,CUST-10143,PROD-1002,751001,30439.11,5810.54,1,0.1
ORD-20089,2026-01-20,2026-01-24,CUST-10973,PROD-1004,500001,7985.63,1415.17,2,0.0
ORD-20090,2025-04-05,2025-04-08,CUST-10017,PROD-1010,302001,48920.21,-3429.2,3,0.15
ORD-20091,2025-09-03,2025-09-04,CUST-10118,PROD-1009,560001,49376.92,-600.85,2,0.05
ORD-20092,2025-12-07,2025-12-13,CUST-10091,PROD-1007,411001,11332.12,1284.02,1,0.05
ORD-20093,2026-03-12,2026-03-18,CUST-10045,PROD-1007,400001,41064.56,8243.29,5,0.15
ORD-20094,2025-02-15,2025-02-20,CUST-10121,PROD-1002,110001,15313.92,555.4,3,0.15
ORD-20095,2026-02-15,2026-02-22,CUST-10997,PROD-1009,500001,42815.0,459.45,3,0.15
ORD-20096,2025-11-16,2025-11-20,CUST-10953,PROD-1006,411001,14009.3,1121.77,4,0.1
ORD-20097,2024-12-29,2025-01-05,CUST-10496,PROD-1010,110001,22355.79,-269.95,5,0.0
ORD-20098,2026-03-02,2026-03-03,CUST-10198,PROD-1001,751001,33114.89,1424.11,3,0.05
ORD-20099,2026-05-05,2026-05-08,CUST-10933,PROD-1006,700001,40339.77,4005.65,1,0.15
ORD-20100,2025-11-27,2025-11-29,CUST-10339,PROD-1009,560001,33035.87,8351.24,1,0.05
ORD-20101,2026-01-08,2026-01-11,CUST-10930,PROD-1004,700001,41409.97,-1342.02,5,0.1
ORD-20102,2024-07-24,2024-07-25,CUST-10643,PROD-1002,400001,49294.55,14602.39,2,0.15
ORD-20103,2026-01-29,2026-02-01,CUST-10008,PROD-1006,400001,19663.2,2536.47,4,0.1
ORD-20104,2025-09-04,2025-09-06,CUST-10715,PROD-1008,751001,34066.97,4955.68,5,0.1
ORD-20105,2025-11-16,2025-11-21,CUST-10465,PROD-1003,411001,3465.38,378.67,4,0.15
ORD-20106,2024-10-13,2024-10-18,CUST-10347,PROD-1006,411001,31231.42,-1233.22,5,0.15
ORD-20107,2026-02-13,2026-02-17,CUST-10231,PROD-1004,302001,8690.99,303.82,1,0.1
ORD-20108,2024-11-11,2024-11-18,CUST-10156,PROD-1008,700001,13944.98,-667.85,3,0.05
ORD-20109,2024-10-05,2024-10-11,CUST-10322,PROD-1004,110001,40944.08,12067.03,5,0.0
ORD-20110,2024-12-28,2024-12-29,CUST-10757,PROD-1006,600001,41603.9,6065.14,2,0.05
ORD-20111,2026-04-01,2026-04-08,CUST-10279,PROD-1009,500001,34420.19,-3202.8,4,0.1
ORD-20112,2025-04-22,2025-04-25,CUST-10542,PROD-1008,600001,6512.35,1527.29,1,0.15
ORD-20113,2026-04-04,2026-04-07,CUST-10402,PROD-1008,380001,28491.84,3845.28,2,0.05
ORD-20114,2025-02-16,2025-02-23,CUST-10126,PROD-1003,380001,16151.45,-1045.51,5,0.0
ORD-20115,2024-06-15,2024-06-21,CUST-10454,PROD-1005,560001,30321.12,5890.11,5,0.15
ORD-20116,2026-01-24,2026-01-26,CUST-10380,PROD-1005,110001,21120.63,1057.46,5,0.1
ORD-20117,2026-01-06,2026-01-09,CUST-10812,PROD-1009,500001,21459.42,5250.35,3,0.1
ORD-20118,2024-12-23,2024-12-27,CUST-10351,PROD-1002,110001,31327.65,829.58,1,0.05
ORD-20119,2024-09-12,2024-09-13,CUST-10324,PROD-1008,500001,32781.09,1394.32,2,0.0
ORD-20120,2025-12-25,2026-01-01,CUST-10698,PROD-1007,380001,46155.72,810.26,1,0.05
ORD-20121,2025-12-02,2025-12-09,CUST-10509,PROD-1006,302001,43343.32,8336.19,4,0.15
ORD-20122,2025-05-08,2025-05-13,CUST-10323,PROD-1006,600001,35686.28,8811.83,4,0.05
ORD-20123,2026-01-22,2026-01-23,CUST-10416,PROD-1006,700001,3350.96,84.83,2,0.1
ORD-20124,2024-09-13,2024-09-20,CUST-10984,PROD-1008,411001,7140.5,-132.3,5,0.15
ORD-20125,2025-07-07,2025-07-08,CUST-10226,PROD-1003,560001,17291.7,380.47,5,0.0
ORD-20126,2026-04-22,2026-04-25,CUST-10980,PROD-1006,500001,39445.22,9171.92,1,0.15
ORD-20127,2024-12-09,2024-12-12,CUST-10292,PROD-1009,560001,32741.64,5089.72,4,0.0
ORD-20128,2024-11-05,2024-11-11,CUST-10337,PROD-1001,400001,38243.26,-1279.95,5,0.0
ORD-20129,2025-12-30,2026-01-02,CUST-10905,PROD-1002,110001,47918.88,7603.11,4,0.15
ORD-20130,2025-08-24,2025-08-29,CUST-10085,PROD-1008,700001,45626.68,2465.73,5,0.05
ORD-20131,2026-05-29,2026-05-31,CUST-10824,PROD-1007,600001,1258.54,-124.11,2,0.15
ORD-20132,2024-10-16,2024-10-22,CUST-10329,PROD-1009,302001,47360.3,6037.26,1,0.1
ORD-20133,2026-02-26,2026-03-01,CUST-10690,PROD-1003,560001,40874.35,9229.46,2,0.05
ORD-20134,2025-12-26,2025-12-31,CUST-10840,PROD-1005,500001,24324.54,1206.28,2,0.15
ORD-20135,2025-02-06,2025-02-10,CUST-10001,PROD-1007,751001,5313.35,407.99,3,0.15
ORD-20136,2024-09-18,2024-09-22,CUST-10636,PROD-1001,400001,4292.32,828.66,2,0.15
ORD-20137,2024-12-09,2024-12-15,CUST-10996,PROD-1008,110001,35339.21,9582.53,2,0.0
ORD-20138,2024-11-30,2024-12-04,CUST-10879,PROD-1007,560001,32501.96,3362.37,2,0.15
ORD-20139,2025-08-05,2025-08-11,CUST-10782,PROD-1006,302001,42221.99,1084.79,4,0.0
ORD-20140,2024-09-29,2024-10-01,CUST-10717,PROD-1004,751001,42006.52,1788.64,5,0.05
ORD-20141,2026-04-01,2026-04-05,CUST-10222,PROD-1006,411001,45255.27,-2208.21,5,0.1
ORD-20142,2025-04-06,2025-04-13,CUST-10236,PROD-1005,751001,37479.73,-2391.3,2,0.15
ORD-20143,2025-09-26,2025-09-27,CUST-10918,PROD-1002,302001,49520.92,-987.7,3,0.1
ORD-20144,2025-01-27,2025-01-31,CUST-10454,PROD-1008,560001,28719.17,3993.96,4,0.15
ORD-20145,2026-04-03,2026-04-07,CUST-10116,PROD-1007,500001,24454.2,6965.29,4,0.1
ORD-20146,2026-03-31,2026-04-05,CUST-10339,PROD-1006,411001,25226.02,853.5,4,0.15
ORD-20147,2025-04-21,2025-04-27,CUST-10298,PROD-1010,600001,42396.91,-3469.67,1,0.15
ORD-20148,2024-10-06,2024-10-09,CUST-10866,PROD-1004,110001,42468.28,-3841.18,1,0.1
ORD-20149,2026-05-04,2026-05-05,CUST-10168,PROD-1010,700001,25525.45,-2544.17,2,0.05
ORD-20150,2024-06-09,2024-06-10,CUST-10451,PROD-1006,600001,24744.04,-1996.89,2,0.05
ORD-20151,2026-04-28,2026-05-02,CUST-10456,PROD-1002,302001,35169.55,-1114.19,3,0.0
ORD-20152,2026-04-10,2026-04-15,CUST-10894,PROD-1007,560001,39493.42,4936.49,5,0.0
ORD-20153,2025-01-23,2025-01-27,CUST-10602,PROD-1009,411001,33963.29,8473.42,4,0.0
ORD-20154,2024-10-12,2024-10-18,CUST-10881,PROD-1008,700001,35699.77,9505.91,1,0.15
ORD-20155,2024-06-11,2024-06-13,CUST-10138,PROD-1004,700001,29988.18,2640.57,3,0.0
ORD-20156,2025-03-29,2025-04-05,CUST-10986,PROD-1007,411001,9246.07,1901.58,5,0.1
ORD-20157,2025-08-11,2025-08-15,CUST-10286,PROD-1006,302001,43203.21,-2546.48,2,0.05
ORD-20158,2025-04-12,2025-04-18,CUST-10263,PROD-1009,302001,17804.98,4042.01,4,0.05
ORD-20159,2025-09-30,2025-10-07,CUST-10181,PROD-1007,560001,28790.93,4664.32,4,0.1
ORD-20160,2026-05-27,2026-06-03,CUST-10029,PROD-1004,302001,28824.44,-1011.96,1,0.15
ORD-20161,2024-06-11,2024-06-17,CUST-10953,PROD-1006,560001,23187.7,5934.21,5,0.15
ORD-20162,2025-07-02,2025-07-08,CUST-10274,PROD-1010,500001,34436.02,6689.19,4,0.1
ORD-20163,2026-04-21,2026-04-27,CUST-10200,PROD-1008,600001,31722.02,-741.22,1,0.05
ORD-20164,2025-08-22,2025-08-23,CUST-10751,PROD-1008,751001,36604.12,5831.89,1,0.1
ORD-20165,2025-09-30,2025-10-03,CUST-10367,PROD-1007,560001,46790.12,4194.28,3,0.0
ORD-20166,2025-10-18,2025-10-25,CUST-10380,PROD-1010,751001,4819.7,279.22,5,0.15
ORD-20167,2024-07-10,2024-07-16,CUST-10017,PROD-1002,560001,37597.5,569.27,4,0.1
ORD-20168,2024-06-23,2024-06-29,CUST-10463,PROD-1010,700001,26997.01,-548.94,3,0.0
ORD-20169,2025-05-12,2025-05-14,CUST-10510,PROD-1009,302001,14437.83,3435.94,2,0.15
ORD-20170,2026-05-18,2026-05-19,CUST-10206,PROD-1004,400001,11449.77,1283.52,1,0.15
ORD-20171,2024-10-12,2024-10-18,CUST-10358,PROD-1008,560001,21907.52,5098.47,1,0.15
ORD-20172,2024-09-28,2024-10-01,CUST-10222,PROD-1007,110001,2453.4,-101.23,5,0.05
ORD-20173,2025-05-02,2025-05-09,CUST-10590,PROD-1003,110001,16618.93,-273.25,2,0.0
ORD-20174,2026-03-08,2026-03-13,CUST-10512,PROD-1002,380001,1086.5,-53.1,1,0.15
ORD-20175,2025-07-04,2025-07-11,CUST-10659,PROD-1003,500001,5206.75,-174.0,2,0.15
ORD-20176,2024-09-07,2024-09-14,CUST-10111,PROD-1009,302001,29129.26,4897.72,2,0.05
ORD-20177,2025-02-09,2025-02-13,CUST-10442,PROD-1004,302001,6728.02,-368.51,4,0.0
ORD-20178,2026-05-01,2026-05-08,CUST-10936,PROD-1009,411001,1240.58,329.43,1,0.15
ORD-20179,2024-07-14,2024-07-20,CUST-10845,PROD-1010,500001,41969.51,12357.09,1,0.15
ORD-20180,2024-07-20,2024-07-22,CUST-10967,PROD-1009,751001,27525.48,5594.72,3,0.0
ORD-20181,2024-10-29,2024-10-31,CUST-10994,PROD-1009,380001,25936.77,74.56,5,0.05
ORD-20182,2025-01-23,2025-01-28,CUST-10582,PROD-1007,560001,16592.66,-145.71,2,0.05
ORD-20183,2025-05-30,2025-05-31,CUST-10621,PROD-1008,380001,25301.96,6981.46,5,0.15
ORD-20184,2024-11-06,2024-11-13,CUST-10452,PROD-1007,400001,48670.42,8806.86,1,0.15
ORD-20185,2025-05-10,2025-05-14,CUST-10232,PROD-1010,751001,42955.7,-3978.87,3,0.0
ORD-20186,2025-09-22,2025-09-25,CUST-10163,PROD-1008,700001,48591.51,10640.34,4,0.1
ORD-20187,2024-10-15,2024-10-22,CUST-10925,PROD-1002,560001,19237.0,-600.5,3,0.15
ORD-20188,2025-07-27,2025-08-03,CUST-10236,PROD-1003,110001,23631.2,5095.19,2,0.1
ORD-20189,2026-05-23,2026-05-26,CUST-10017,PROD-1001,302001,9142.93,51.05,1,0.0
ORD-20190,2024-07-02,2024-07-06,CUST-10222,PROD-1002,700001,9722.1,1079.67,5,0.1
ORD-20191,2025-01-05,2025-01-12,CUST-10050,PROD-1008,700001,17145.7,331.91,3,0.15
ORD-20192,2024-09-13,2024-09-19,CUST-10463,PROD-1001,751001,39917.32,10492.97,3,0.15
ORD-20193,2025-02-27,2025-03-01,CUST-10325,PROD-1008,560001,45299.4,12058.6,2,0.1
ORD-20194,2024-08-17,2024-08-23,CUST-10732,PROD-1009,560001,29123.54,8328.85,4,0.05
ORD-20195,2026-01-16,2026-01-20,CUST-10135,PROD-1005,400001,7673.07,150.96,4,0.1
ORD-20196,2024-06-26,2024-07-02,CUST-10872,PROD-1009,400001,2162.05,281.63,4,0.05
ORD-20197,2024-06-29,2024-07-04,CUST-10473,PROD-1001,751001,26990.85,7705.54,3,0.05
ORD-20198,2025-11-27,2025-12-03,CUST-10820,PROD-1001,411001,44851.89,4728.97,5,0.1
ORD-20199,2025-12-23,2025-12-26,CUST-10419,PROD-1006,500001,23244.63,-334.83,4,0.05
ORD-20200,2026-01-10,2026-01-16,CUST-10081,PROD-1010,400001,3460.74,-150.18,1,0.1
ORD-20201,2025-10-29,2025-11-01,CUST-10838,PROD-1002,400001,2589.12,-49.76,2,0.1
ORD-20202,2024-11-09,2024-11-10,CUST-10884,PROD-1008,600001,4250.0,978.29,5,0.1
ORD-20203,2026-01-23,2026-01-26,CUST-10256,PROD-1002,560001,6826.4,1302.45,2,0.1
ORD-20204,2025-08-09,2025-08-13,CUST-10285,PROD-1009,110001,35716.51,3101.31,5,0.1
ORD-20205,2025-02-24,2025-03-03,CUST-10765,PROD-1003,302001,2020.17,131.97,5,0.15
ORD-20206,2024-11-18,2024-11-20,CUST-10752,PROD-1002,600001,29874.74,1126.48,5,0.05
ORD-20207,2025-12-30,2026-01-04,CUST-10857,PROD-1006,380001,5829.3,1632.22,3,0.0
ORD-20208,2025-06-15,2025-06-16,CUST-10009,PROD-1007,751001,23587.81,3978.66,3,0.1
ORD-20209,2025-01-24,2025-01-31,CUST-10773,PROD-1005,600001,12940.0,2620.52,4,0.1
ORD-20210,2025-10-25,2025-10-27,CUST-10143,PROD-1002,700001,6176.09,1235.48,4,0.1
ORD-20211,2024-12-11,2024-12-18,CUST-10812,PROD-1003,380001,40498.47,8274.9,1,0.15
ORD-20212,2026-04-23,2026-04-27,CUST-10136,PROD-1008,110001,20273.71,2195.8,5,0.05
ORD-20213,2026-05-25,2026-05-28,CUST-10600,PROD-1004,110001,11253.04,1646.48,3,0.1
ORD-20214,2024-08-02,2024-08-03,CUST-10519,PROD-1008,500001,34684.65,-143.55,3,0.05
ORD-20215,2025-05-09,2025-05-15,CUST-10458,PROD-1007,110001,7322.27,-303.55,3,0.05
ORD-20216,2026-04-07,2026-04-12,CUST-10324,PROD-1004,110001,1024.19,-48.17,5,0.15
ORD-20217,2026-03-12,2026-03-15,CUST-10842,PROD-1009,600001,45144.89,4508.54,5,0.1
ORD-20218,2024-07-31,2024-08-01,CUST-10004,PROD-1010,110001,45537.06,2283.46,5,0.1
ORD-20219,2025-03-17,2025-03-21,CUST-10756,PROD-1006,500001,7155.64,-56.16,2,0.1
ORD-20220,2026-02-18,2026-02-20,CUST-10017,PROD-1010,560001,12383.01,1878.11,2,0.05
ORD-20221,2025-09-24,2025-09-27,CUST-10104,PROD-1001,380001,23186.99,-68.57,1,0.0
ORD-20222,2024-12-01,2024-12-05,CUST-10988,PROD-1009,700001,34737.85,9160.4,5,0.0
ORD-20223,2025-08-02,2025-08-09,CUST-10865,PROD-1001,400001,23853.26,1374.05,1,0.1
ORD-20224,2025-09-05,2025-09-06,CUST-10907,PROD-1005,411001,16064.9,3907.57,3,0.0
ORD-20225,2026-05-11,2026-05-12,CUST-10448,PROD-1005,380001,40541.65,-3531.38,5,0.1
ORD-20226,2025-01-03,2025-01-07,CUST-10030,PROD-1004,110001,24302.01,5069.47,3,0.05
ORD-20227,2025-07-28,2025-08-03,CUST-10182,PROD-1009,500001,39737.79,7669.69,2,0.05
ORD-20228,2024-06-29,2024-07-04,CUST-10569,PROD-1005,400001,42661.51,5384.2,1,0.15
ORD-20229,2024-11-11,2024-11-18,CUST-10934,PROD-1009,400001,30873.0,264.58,4,0.1
ORD-20230,2025-02-14,2025-02-18,CUST-10987,PROD-1004,110001,33874.87,6276.88,4,0.1
ORD-20231,2025-09-20,2025-09-26,CUST-10632,PROD-1002,700001,38050.33,4391.88,3,0.15
ORD-20232,2026-05-17,2026-05-18,CUST-10360,PROD-1004,302001,17833.84,948.74,4,0.05
ORD-20233,2026-05-29,2026-05-30,CUST-10229,PROD-1004,500001,31261.87,-105.95,1,0.1
ORD-20234,2026-01-23,2026-01-25,CUST-10387,PROD-1005,700001,2754.19,125.98,3,0.15
ORD-20235,2026-01-04,2026-01-08,CUST-10216,PROD-1001,110001,25287.46,7389.6,4,0.15
ORD-20236,2024-07-26,2024-08-01,CUST-10451,PROD-1009,700001,7922.14,-171.89,2,0.05
ORD-20237,2025-03-02,2025-03-03,CUST-10951,PROD-1008,700001,19674.09,2156.32,5,0.1
ORD-20238,2026-03-04,2026-03-08,CUST-10005,PROD-1008,302001,26353.59,5320.17,2,0.05
ORD-20239,2025-12-20,2025-12-22,CUST-10581,PROD-1002,700001,46380.19,12357.82,4,0.05
ORD-20240,2026-04-04,2026-04-11,CUST-10308,PROD-1002,302001,27293.1,1208.73,2,0.1
ORD-20241,2024-11-17,2024-11-24,CUST-10157,PROD-1002,700001,32742.98,2001.79,3,0.1
ORD-20242,2025-03-21,2025-03-25,CUST-10120,PROD-1009,700001,20743.87,645.91,4,0.05
ORD-20243,2024-07-11,2024-07-17,CUST-10072,PROD-1005,110001,42472.07,-1180.32,4,0.0
ORD-20244,2024-07-08,2024-07-13,CUST-10079,PROD-1009,500001,33355.47,2814.92,4,0.15
ORD-20245,2025-10-10,2025-10-12,CUST-10896,PROD-1005,400001,1980.42,92.12,5,0.15
ORD-20246,2025-11-27,2025-11-28,CUST-10853,PROD-1003,110001,1511.6,-54.33,3,0.05
ORD-20247,2026-02-08,2026-02-14,CUST-10836,PROD-1007,302001,31052.02,8539.37,3,0.15
ORD-20248,2026-02-17,2026-02-18,CUST-10479,PROD-1004,411001,13487.81,3396.17,1,0.1
ORD-20249,2024-08-05,2024-08-12,CUST-10690,PROD-1008,751001,47402.35,13514.04,4,0.15
ORD-20250,2024-09-18,2024-09-24,CUST-10388,PROD-1005,600001,16722.85,3923.41,4,0.05
ORD-20251,2026-05-14,2026-05-20,CUST-10297,PROD-1002,560001,21100.13,-1104.48,4,0.1
ORD-20252,2025-11-19,2025-11-21,CUST-10319,PROD-1009,700001,13078.57,1439.94,2,0.05
ORD-20253,2026-01-15,2026-01-21,CUST-10970,PROD-1008,500001,18094.11,2426.87,3,0.0
ORD-20254,2026-02-09,2026-02-15,CUST-10698,PROD-1003,751001,5132.53,972.37,1,0.0
ORD-20255,2024-07-08,2024-07-13,CUST-10370,PROD-1004,110001,43868.89,-3458.6,3,0.0
ORD-20256,2025-10-27,2025-11-01,CUST-10491,PROD-1002,700001,44953.52,-4318.8,3,0.15
